,location,total_sqft,bath,price,bhk
5617,other,1260.0,2.0,85.05,3
5618,other,1250.0,2.0,65.0,2
5619,other,2507.0,4.0,155.0,4
5623,other,509.0,1.0,20.0,1
5624,other,3535.0,4.0,215.0,4
5626,other,2050.0,3.0,135.0,3
5627,other,1600.0,3.0,100.0,3
5629,other,1184.0,2.0,62.0,2
5631,other,1515.0,2.0,135.0,3
5632,other,3200.0,4.0,270.0,4
5633,other,1165.0,2.0,65.0,2
5635,other,1255.0,2.0,65.0,2
5638,other,4395.0,3.0,240.0,3
5641,other,1269.0,2.0,63.0,3
5642,other,1220.0,2.0,65.0,2
5643,other,2045.0,3.0,108.0,3
5645,other,1310.0,2.0,88.0,2
5646,other,1600.0,3.0,90.0,3
5648,other,1441.0,2.0,115.0,2
5650,other,610.0,1.0,28.0,1
5651,other,1300.0,3.0,77.99,3
5652,other,1864.0,3.0,120.0,3
5655,other,1100.0,2.0,62.0,2
5656,other,1392.0,3.0,69.46,3
5657,other,1476.0,2.0,73.0,3
5658,other,1279.0,2.0,100.0,2
5663,other,740.0,1.0,23.65,1
5667,other,1449.0,3.0,72.0,3
5668,other,1300.0,2.0,95.0,2
5670,other,1095.0,2.0,85.41,2
5671,other,1776.0,3.0,124.0,3
5673,other,6652.0,6.0,510.0,4
5675,other,3150.0,4.0,180.0,4
5676,other,1776.0,3.0,150.0,3
5677,other,1293.0,2.0,80.0,2
5678,other,1280.0,2.0,68.48,2
5679,other,1475.0,3.0,75.0,3
5682,other,1100.0,2.0,75.0,2
5683,other,1192.0,2.0,75.0,2
5685,other,1250.0,2.0,75.0,2
5688,other,1180.0,2.0,65.0,2
5695,other,1350.0,3.0,80.99,3
5699,other,1000.0,2.0,60.0,2
5702,other,675.0,1.0,35.0,1
5708,other,485.0,1.0,19.5,1
5709,other,1419.0,3.0,85.0,3
5711,other,1145.0,2.0,60.0,3
5714,other,2150.0,3.0,170.0,3
5716,other,1368.0,2.0,87.0,2
5717,other,1507.0,3.0,80.0,3
5718,other,960.0,2.0,50.0,2
5720,other,1175.0,2.0,83.0,2
5721,other,1050.0,2.0,59.0,2
5722,other,2400.0,3.0,200.0,4
5723,other,1200.0,2.0,110.0,3
5724,other,1400.0,3.0,98.0,3
5728,other,1610.0,2.0,119.0,3
5730,other,1010.0,2.0,52.0,2
5732,other,2360.0,3.0,185.0,4
5733,other,1760.0,3.0,90.0,3
5734,other,1100.0,2.0,58.5,2
5743,other,1105.0,2.0,57.0,2
5745,other,1013.0,2.0,60.0,2
5748,other,1625.0,3.0,95.0,3
5749,other,1300.0,2.0,90.0,2
5752,other,1420.0,2.0,95.0,3
5754,other,2135.0,3.0,170.0,3
5757,other,1150.0,2.0,90.0,2
5758,other,5480.0,4.0,400.0,3
5759,other,1500.0,3.0,75.0,3
5760,other,5656.0,5.0,499.0,3
5764,other,1625.0,3.0,150.0,3
5766,other,1515.0,3.0,80.5,3
5767,other,1470.0,2.0,99.0,3
5770,other,1410.5,2.0,70.385,3
5771,other,1231.0,2.0,66.0,2
5772,other,1750.0,3.0,100.0,3
5774,other,1738.0,3.0,110.0,3
5775,other,1290.0,2.0,72.0,2
5776,other,1876.0,3.0,150.0,3
5777,other,1720.0,3.0,95.0,3
5778,other,850.0,2.0,45.0,2
5779,other,1832.0,3.0,160.0,3
5781,other,1290.0,2.0,71.95,2
5785,other,720.0,1.0,28.0,1
5786,other,1100.0,2.0,90.0,2
5788,other,600.0,1.0,22.8,1
5789,other,540.0,1.0,24.0,1
5795,other,1442.0,3.0,80.0,3
5797,other,1855.0,3.0,96.0,3
5798,other,1280.0,2.0,88.0,2
5799,other,1175.0,2.0,75.0,2
5800,other,1770.0,3.0,99.0,3
5801,other,1800.0,3.0,130.0,3
5804,other,1570.0,2.0,95.0,3
5805,other,2250.0,3.0,180.0,3
5808,other,1684.0,3.0,86.0,3
5810,other,1989.0,4.0,155.0,3
5812,other,1950.0,3.0,132.0,3
5813,other,1600.0,3.0,102.0,3
5817,other,1850.0,3.0,110.0,3
5820,other,1719.0,3.0,95.0,3
5821,other,1200.0,3.0,80.0,2
5826,other,540.0,1.0,22.5,1
5828,other,1100.0,2.0,85.0,2
5829,other,1360.0,2.0,73.0,3
5830,other,1945.0,3.0,135.0,3
5832,other,1081.0,2.0,60.0,2
5835,other,1369.0,2.0,72.0,3
5837,other,1035.0,2.0,60.0,2
5840,other,1830.0,3.0,95.0,3
5843,other,1350.0,3.0,80.99,3
5844,other,1100.0,2.0,64.08,2
5847,other,1012.0,2.0,62.0,2
5848,other,1200.0,2.0,75.0,2
5849,other,1490.0,3.0,140.0,3
5851,other,1650.0,1.0,130.0,2
5852,other,1500.0,2.0,78.0,3
5854,other,1155.0,2.0,64.0,2
5855,other,1508.0,3.0,77.0,3
5857,other,1095.0,2.0,57.0,2
5859,other,1256.0,2.0,65.0,2
5860,other,1353.0,2.0,110.0,2
